,source,target
22596,D:\PROJECTS\Python_projects\PythonMain\data_task\22596,D:\PROJECTS\Python_projects\PythonMain\data_solved\22596
22597,D:\PROJECTS\Python_projects\PythonMain\data_task\22597,D:\PROJECTS\Python_projects\PythonMain\data_solved\22597
22598,D:\PROJECTS\Python_projects\PythonMain\data_task\22598,D:\PROJECTS\Python_projects\PythonMain\data_solved\22598
22599,D:\PROJECTS\Python_projects\PythonMain\data_task\22599,D:\PROJECTS\Python_projects\PythonMain\data_solved\22599
22600,D:\PROJECTS\Python_projects\PythonMain\data_task\22600,D:\PROJECTS\Python_projects\PythonMain\data_solved\22600
22601,D:\PROJECTS\Python_projects\PythonMain\data_task\22601,D:\PROJECTS\Python_projects\PythonMain\data_solved\22601
22602,D:\PROJECTS\Python_projects\PythonMain\data_task\22602,D:\PROJECTS\Python_projects\PythonMain\data_solved\22602
22603,D:\PROJECTS\Python_projects\PythonMain\data_task\22603,D:\PROJECTS\Python_projects\PythonMain\data_solved\22603
22604,D:\PROJECTS\Python_projects\PythonMain\data_task\22604,D:\PROJECTS\Python_projects\PythonMain\data_solved\22604
22605,D:\PROJECTS\Python_projects\PythonMain\data_task\22605,D:\PROJECTS\Python_projects\PythonMain\data_solved\22605
22606,D:\PROJECTS\Python_projects\PythonMain\data_task\22606,D:\PROJECTS\Python_projects\PythonMain\data_solved\22606
22607,D:\PROJECTS\Python_projects\PythonMain\data_task\22607,D:\PROJECTS\Python_projects\PythonMain\data_solved\22607
22608,D:\PROJECTS\Python_projects\PythonMain\data_task\22608,D:\PROJECTS\Python_projects\PythonMain\data_solved\22608
22609,D:\PROJECTS\Python_projects\PythonMain\data_task\22609,D:\PROJECTS\Python_projects\PythonMain\data_solved\22609
22610,D:\PROJECTS\Python_projects\PythonMain\data_task\22610,D:\PROJECTS\Python_projects\PythonMain\data_solved\22610
22611,D:\PROJECTS\Python_projects\PythonMain\data_task\22611,D:\PROJECTS\Python_projects\PythonMain\data_solved\22611
22612,D:\PROJECTS\Python_projects\PythonMain\data_task\22612,D:\PROJECTS\Python_projects\PythonMain\data_solved\22612
22613,D:\PROJECTS\Python_projects\PythonMain\data_task\22613,D:\PROJECTS\Python_projects\PythonMain\data_solved\22613
22614,D:\PROJECTS\Python_projects\PythonMain\data_task\22614,D:\PROJECTS\Python_projects\PythonMain\data_solved\22614
22615,D:\PROJECTS\Python_projects\PythonMain\data_task\22615,D:\PROJECTS\Python_projects\PythonMain\data_solved\22615
22616,D:\PROJECTS\Python_projects\PythonMain\data_task\22616,D:\PROJECTS\Python_projects\PythonMain\data_solved\22616
22617,D:\PROJECTS\Python_projects\PythonMain\data_task\22617,D:\PROJECTS\Python_projects\PythonMain\data_solved\22617
22618,D:\PROJECTS\Python_projects\PythonMain\data_task\22618,D:\PROJECTS\Python_projects\PythonMain\data_solved\22618
22619,D:\PROJECTS\Python_projects\PythonMain\data_task\22619,D:\PROJECTS\Python_projects\PythonMain\data_solved\22619
22620,D:\PROJECTS\Python_projects\PythonMain\data_task\22620,D:\PROJECTS\Python_projects\PythonMain\data_solved\22620
22621,D:\PROJECTS\Python_projects\PythonMain\data_task\22621,D:\PROJECTS\Python_projects\PythonMain\data_solved\22621
22622,D:\PROJECTS\Python_projects\PythonMain\data_task\22622,D:\PROJECTS\Python_projects\PythonMain\data_solved\22622
22623,D:\PROJECTS\Python_projects\PythonMain\data_task\22623,D:\PROJECTS\Python_projects\PythonMain\data_solved\22623
22624,D:\PROJECTS\Python_projects\PythonMain\data_task\22624,D:\PROJECTS\Python_projects\PythonMain\data_solved\22624
22625,D:\PROJECTS\Python_projects\PythonMain\data_task\22625,D:\PROJECTS\Python_projects\PythonMain\data_solved\22625
22626,D:\PROJECTS\Python_projects\PythonMain\data_task\22626,D:\PROJECTS\Python_projects\PythonMain\data_solved\22626
22627,D:\PROJECTS\Python_projects\PythonMain\data_task\22627,D:\PROJECTS\Python_projects\PythonMain\data_solved\22627
22628,D:\PROJECTS\Python_projects\PythonMain\data_task\22628,D:\PROJECTS\Python_projects\PythonMain\data_solved\22628
22629,D:\PROJECTS\Python_projects\PythonMain\data_task\22629,D:\PROJECTS\Python_projects\PythonMain\data_solved\22629
22630,D:\PROJECTS\Python_projects\PythonMain\data_task\22630,D:\PROJECTS\Python_projects\PythonMain\data_solved\22630
22631,D:\PROJECTS\Python_projects\PythonMain\data_task\22631,D:\PROJECTS\Python_projects\PythonMain\data_solved\22631
22632,D:\PROJECTS\Python_projects\PythonMain\data_task\22632,D:\PROJECTS\Python_projects\PythonMain\data_solved\22632
22633,D:\PROJECTS\Python_projects\PythonMain\data_task\22633,D:\PROJECTS\Python_projects\PythonMain\data_solved\22633
22634,D:\PROJECTS\Python_projects\PythonMain\data_task\22634,D:\PROJECTS\Python_projects\PythonMain\data_solved\22634
22635,D:\PROJECTS\Python_projects\PythonMain\data_task\22635,D:\PROJECTS\Python_projects\PythonMain\data_solved\22635
22636,D:\PROJECTS\Python_projects\PythonMain\data_task\22636,D:\PROJECTS\Python_projects\PythonMain\data_solved\22636
22637,D:\PROJECTS\Python_projects\PythonMain\data_task\22637,D:\PROJECTS\Python_projects\PythonMain\data_solved\22637
22638,D:\PROJECTS\Python_projects\PythonMain\data_task\22638,D:\PROJECTS\Python_projects\PythonMain\data_solved\22638
22639,D:\PROJECTS\Python_projects\PythonMain\data_task\22639,D:\PROJECTS\Python_projects\PythonMain\data_solved\22639
22640,D:\PROJECTS\Python_projects\PythonMain\data_task\22640,D:\PROJECTS\Python_projects\PythonMain\data_solved\22640
22641,D:\PROJECTS\Python_projects\PythonMain\data_task\22641,D:\PROJECTS\Python_projects\PythonMain\data_solved\22641
22642,D:\PROJECTS\Python_projects\PythonMain\data_task\22642,D:\PROJECTS\Python_projects\PythonMain\data_solved\22642
22643,D:\PROJECTS\Python_projects\PythonMain\data_task\22643,D:\PROJECTS\Python_projects\PythonMain\data_solved\22643
22644,D:\PROJECTS\Python_projects\PythonMain\data_task\22644,D:\PROJECTS\Python_projects\PythonMain\data_solved\22644
22645,D:\PROJECTS\Python_projects\PythonMain\data_task\22645,D:\PROJECTS\Python_projects\PythonMain\data_solved\22645
22646,D:\PROJECTS\Python_projects\PythonMain\data_task\22646,D:\PROJECTS\Python_projects\PythonMain\data_solved\22646
22647,D:\PROJECTS\Python_projects\PythonMain\data_task\22647,D:\PROJECTS\Python_projects\PythonMain\data_solved\22647
22648,D:\PROJECTS\Python_projects\PythonMain\data_task\22648,D:\PROJECTS\Python_projects\PythonMain\data_solved\22648
22649,D:\PROJECTS\Python_projects\PythonMain\data_task\22649,D:\PROJECTS\Python_projects\PythonMain\data_solved\22649
22650,D:\PROJECTS\Python_projects\PythonMain\data_task\22650,D:\PROJECTS\Python_projects\PythonMain\data_solved\22650
22651,D:\PROJECTS\Python_projects\PythonMain\data_task\22651,D:\PROJECTS\Python_projects\PythonMain\data_solved\22651
22652,D:\PROJECTS\Python_projects\PythonMain\data_task\22652,D:\PROJECTS\Python_projects\PythonMain\data_solved\22652
22653,D:\PROJECTS\Python_projects\PythonMain\data_task\22653,D:\PROJECTS\Python_projects\PythonMain\data_solved\22653
22654,D:\PROJECTS\Python_projects\PythonMain\data_task\22654,D:\PROJECTS\Python_projects\PythonMain\data_solved\22654
22655,D:\PROJECTS\Python_projects\PythonMain\data_task\22655,D:\PROJECTS\Python_projects\PythonMain\data_solved\22655
22656,D:\PROJECTS\Python_projects\PythonMain\data_task\22656,D:\PROJECTS\Python_projects\PythonMain\data_solved\22656
22657,D:\PROJECTS\Python_projects\PythonMain\data_task\22657,D:\PROJECTS\Python_projects\PythonMain\data_solved\22657
22658,D:\PROJECTS\Python_projects\PythonMain\data_task\22658,D:\PROJECTS\Python_projects\PythonMain\data_solved\22658
22659,D:\PROJECTS\Python_projects\PythonMain\data_task\22659,D:\PROJECTS\Python_projects\PythonMain\data_solved\22659
22660,D:\PROJECTS\Python_projects\PythonMain\data_task\22660,D:\PROJECTS\Python_projects\PythonMain\data_solved\22660
22661,D:\PROJECTS\Python_projects\PythonMain\data_task\22661,D:\PROJECTS\Python_projects\PythonMain\data_solved\22661
22662,D:\PROJECTS\Python_projects\PythonMain\data_task\22662,D:\PROJECTS\Python_projects\PythonMain\data_solved\22662
22663,D:\PROJECTS\Python_projects\PythonMain\data_task\22663,D:\PROJECTS\Python_projects\PythonMain\data_solved\22663
22664,D:\PROJECTS\Python_projects\PythonMain\data_task\22664,D:\PROJECTS\Python_projects\PythonMain\data_solved\22664
22665,D:\PROJECTS\Python_projects\PythonMain\data_task\22665,D:\PROJECTS\Python_projects\PythonMain\data_solved\22665
22666,D:\PROJECTS\Python_projects\PythonMain\data_task\22666,D:\PROJECTS\Python_projects\PythonMain\data_solved\22666
22667,D:\PROJECTS\Python_projects\PythonMain\data_task\22667,D:\PROJECTS\Python_projects\PythonMain\data_solved\22667
22668,D:\PROJECTS\Python_projects\PythonMain\data_task\22668,D:\PROJECTS\Python_projects\PythonMain\data_solved\22668
22669,D:\PROJECTS\Python_projects\PythonMain\data_task\22669,D:\PROJECTS\Python_projects\PythonMain\data_solved\22669
22670,D:\PROJECTS\Python_projects\PythonMain\data_task\22670,D:\PROJECTS\Python_projects\PythonMain\data_solved\22670
22671,D:\PROJECTS\Python_projects\PythonMain\data_task\22671,D:\PROJECTS\Python_projects\PythonMain\data_solved\22671
22672,D:\PROJECTS\Python_projects\PythonMain\data_task\22672,D:\PROJECTS\Python_projects\PythonMain\data_solved\22672
22673,D:\PROJECTS\Python_projects\PythonMain\data_task\22673,D:\PROJECTS\Python_projects\PythonMain\data_solved\22673
22674,D:\PROJECTS\Python_projects\PythonMain\data_task\22674,D:\PROJECTS\Python_projects\PythonMain\data_solved\22674
22675,D:\PROJECTS\Python_projects\PythonMain\data_task\22675,D:\PROJECTS\Python_projects\PythonMain\data_solved\22675
22676,D:\PROJECTS\Python_projects\PythonMain\data_task\22676,D:\PROJECTS\Python_projects\PythonMain\data_solved\22676
22677,D:\PROJECTS\Python_projects\PythonMain\data_task\22677,D:\PROJECTS\Python_projects\PythonMain\data_solved\22677
22678,D:\PROJECTS\Python_projects\PythonMain\data_task\22678,D:\PROJECTS\Python_projects\PythonMain\data_solved\22678
22679,D:\PROJECTS\Python_projects\PythonMain\data_task\22679,D:\PROJECTS\Python_projects\PythonMain\data_solved\22679
22680,D:\PROJECTS\Python_projects\PythonMain\data_task\22680,D:\PROJECTS\Python_projects\PythonMain\data_solved\22680
22681,D:\PROJECTS\Python_projects\PythonMain\data_task\22681,D:\PROJECTS\Python_projects\PythonMain\data_solved\22681
22682,D:\PROJECTS\Python_projects\PythonMain\data_task\22682,D:\PROJECTS\Python_projects\PythonMain\data_solved\22682
22683,D:\PROJECTS\Python_projects\PythonMain\data_task\22683,D:\PROJECTS\Python_projects\PythonMain\data_solved\22683
22684,D:\PROJECTS\Python_projects\PythonMain\data_task\22684,D:\PROJECTS\Python_projects\PythonMain\data_solved\22684
22685,D:\PROJECTS\Python_projects\PythonMain\data_task\22685,D:\PROJECTS\Python_projects\PythonMain\data_solved\22685
22686,D:\PROJECTS\Python_projects\PythonMain\data_task\22686,D:\PROJECTS\Python_projects\PythonMain\data_solved\22686
22687,D:\PROJECTS\Python_projects\PythonMain\data_task\22687,D:\PROJECTS\Python_projects\PythonMain\data_solved\22687
22688,D:\PROJECTS\Python_projects\PythonMain\data_task\22688,D:\PROJECTS\Python_projects\PythonMain\data_solved\22688
22689,D:\PROJECTS\Python_projects\PythonMain\data_task\22689,D:\PROJECTS\Python_projects\PythonMain\data_solved\22689
22690,D:\PROJECTS\Python_projects\PythonMain\data_task\22690,D:\PROJECTS\Python_projects\PythonMain\data_solved\22690
22691,D:\PROJECTS\Python_projects\PythonMain\data_task\22691,D:\PROJECTS\Python_projects\PythonMain\data_solved\22691
22692,D:\PROJECTS\Python_projects\PythonMain\data_task\22692,D:\PROJECTS\Python_projects\PythonMain\data_solved\22692
22693,D:\PROJECTS\Python_projects\PythonMain\data_task\22693,D:\PROJECTS\Python_projects\PythonMain\data_solved\22693
22694,D:\PROJECTS\Python_projects\PythonMain\data_task\22694,D:\PROJECTS\Python_projects\PythonMain\data_solved\22694
22695,D:\PROJECTS\Python_projects\PythonMain\data_task\22695,D:\PROJECTS\Python_projects\PythonMain\data_solved\22695
22696,D:\PROJECTS\Python_projects\PythonMain\data_task\22696,D:\PROJECTS\Python_projects\PythonMain\data_solved\22696
22697,D:\PROJECTS\Python_projects\PythonMain\data_task\22697,D:\PROJECTS\Python_projects\PythonMain\data_solved\22697
22698,D:\PROJECTS\Python_projects\PythonMain\data_task\22698,D:\PROJECTS\Python_projects\PythonMain\data_solved\22698
22699,D:\PROJECTS\Python_projects\PythonMain\data_task\22699,D:\PROJECTS\Python_projects\PythonMain\data_solved\22699
22700,D:\PROJECTS\Python_projects\PythonMain\data_task\22700,D:\PROJECTS\Python_projects\PythonMain\data_solved\22700
22701,D:\PROJECTS\Python_projects\PythonMain\data_task\22701,D:\PROJECTS\Python_projects\PythonMain\data_solved\22701
22702,D:\PROJECTS\Python_projects\PythonMain\data_task\22702,D:\PROJECTS\Python_projects\PythonMain\data_solved\22702
22703,D:\PROJECTS\Python_projects\PythonMain\data_task\22703,D:\PROJECTS\Python_projects\PythonMain\data_solved\22703
22704,D:\PROJECTS\Python_projects\PythonMain\data_task\22704,D:\PROJECTS\Python_projects\PythonMain\data_solved\22704
22705,D:\PROJECTS\Python_projects\PythonMain\data_task\22705,D:\PROJECTS\Python_projects\PythonMain\data_solved\22705
22706,D:\PROJECTS\Python_projects\PythonMain\data_task\22706,D:\PROJECTS\Python_projects\PythonMain\data_solved\22706
22707,D:\PROJECTS\Python_projects\PythonMain\data_task\22707,D:\PROJECTS\Python_projects\PythonMain\data_solved\22707
22708,D:\PROJECTS\Python_projects\PythonMain\data_task\22708,D:\PROJECTS\Python_projects\PythonMain\data_solved\22708
22709,D:\PROJECTS\Python_projects\PythonMain\data_task\22709,D:\PROJECTS\Python_projects\PythonMain\data_solved\22709
22710,D:\PROJECTS\Python_projects\PythonMain\data_task\22710,D:\PROJECTS\Python_projects\PythonMain\data_solved\22710
22711,D:\PROJECTS\Python_projects\PythonMain\data_task\22711,D:\PROJECTS\Python_projects\PythonMain\data_solved\22711
22712,D:\PROJECTS\Python_projects\PythonMain\data_task\22712,D:\PROJECTS\Python_projects\PythonMain\data_solved\22712
22713,D:\PROJECTS\Python_projects\PythonMain\data_task\22713,D:\PROJECTS\Python_projects\PythonMain\data_solved\22713
22714,D:\PROJECTS\Python_projects\PythonMain\data_task\22714,D:\PROJECTS\Python_projects\PythonMain\data_solved\22714
22715,D:\PROJECTS\Python_projects\PythonMain\data_task\22715,D:\PROJECTS\Python_projects\PythonMain\data_solved\22715
22716,D:\PROJECTS\Python_projects\PythonMain\data_task\22716,D:\PROJECTS\Python_projects\PythonMain\data_solved\22716
22717,D:\PROJECTS\Python_projects\PythonMain\data_task\22717,D:\PROJECTS\Python_projects\PythonMain\data_solved\22717
22718,D:\PROJECTS\Python_projects\PythonMain\data_task\22718,D:\PROJECTS\Python_projects\PythonMain\data_solved\22718
22719,D:\PROJECTS\Python_projects\PythonMain\data_task\22719,D:\PROJECTS\Python_projects\PythonMain\data_solved\22719
22720,D:\PROJECTS\Python_projects\PythonMain\data_task\22720,D:\PROJECTS\Python_projects\PythonMain\data_solved\22720
22721,D:\PROJECTS\Python_projects\PythonMain\data_task\22721,D:\PROJECTS\Python_projects\PythonMain\data_solved\22721
22722,D:\PROJECTS\Python_projects\PythonMain\data_task\22722,D:\PROJECTS\Python_projects\PythonMain\data_solved\22722
22723,D:\PROJECTS\Python_projects\PythonMain\data_task\22723,D:\PROJECTS\Python_projects\PythonMain\data_solved\22723
22724,D:\PROJECTS\Python_projects\PythonMain\data_task\22724,D:\PROJECTS\Python_projects\PythonMain\data_solved\22724
22725,D:\PROJECTS\Python_projects\PythonMain\data_task\22725,D:\PROJECTS\Python_projects\PythonMain\data_solved\22725
22726,D:\PROJECTS\Python_projects\PythonMain\data_task\22726,D:\PROJECTS\Python_projects\PythonMain\data_solved\22726
22727,D:\PROJECTS\Python_projects\PythonMain\data_task\22727,D:\PROJECTS\Python_projects\PythonMain\data_solved\22727
22728,D:\PROJECTS\Python_projects\PythonMain\data_task\22728,D:\PROJECTS\Python_projects\PythonMain\data_solved\22728
22729,D:\PROJECTS\Python_projects\PythonMain\data_task\22729,D:\PROJECTS\Python_projects\PythonMain\data_solved\22729
22730,D:\PROJECTS\Python_projects\PythonMain\data_task\22730,D:\PROJECTS\Python_projects\PythonMain\data_solved\22730
22731,D:\PROJECTS\Python_projects\PythonMain\data_task\22731,D:\PROJECTS\Python_projects\PythonMain\data_solved\22731
22732,D:\PROJECTS\Python_projects\PythonMain\data_task\22732,D:\PROJECTS\Python_projects\PythonMain\data_solved\22732
22733,D:\PROJECTS\Python_projects\PythonMain\data_task\22733,D:\PROJECTS\Python_projects\PythonMain\data_solved\22733
22734,D:\PROJECTS\Python_projects\PythonMain\data_task\22734,D:\PROJECTS\Python_projects\PythonMain\data_solved\22734
22735,D:\PROJECTS\Python_projects\PythonMain\data_task\22735,D:\PROJECTS\Python_projects\PythonMain\data_solved\22735
22736,D:\PROJECTS\Python_projects\PythonMain\data_task\22736,D:\PROJECTS\Python_projects\PythonMain\data_solved\22736
22737,D:\PROJECTS\Python_projects\PythonMain\data_task\22737,D:\PROJECTS\Python_projects\PythonMain\data_solved\22737
22738,D:\PROJECTS\Python_projects\PythonMain\data_task\22738,D:\PROJECTS\Python_projects\PythonMain\data_solved\22738
22739,D:\PROJECTS\Python_projects\PythonMain\data_task\22739,D:\PROJECTS\Python_projects\PythonMain\data_solved\22739
22740,D:\PROJECTS\Python_projects\PythonMain\data_task\22740,D:\PROJECTS\Python_projects\PythonMain\data_solved\22740
22741,D:\PROJECTS\Python_projects\PythonMain\data_task\22741,D:\PROJECTS\Python_projects\PythonMain\data_solved\22741
22742,D:\PROJECTS\Python_projects\PythonMain\data_task\22742,D:\PROJECTS\Python_projects\PythonMain\data_solved\22742
22743,D:\PROJECTS\Python_projects\PythonMain\data_task\22743,D:\PROJECTS\Python_projects\PythonMain\data_solved\22743
22744,D:\PROJECTS\Python_projects\PythonMain\data_task\22744,D:\PROJECTS\Python_projects\PythonMain\data_solved\22744
22745,D:\PROJECTS\Python_projects\PythonMain\data_task\22745,D:\PROJECTS\Python_projects\PythonMain\data_solved\22745
22746,D:\PROJECTS\Python_projects\PythonMain\data_task\22746,D:\PROJECTS\Python_projects\PythonMain\data_solved\22746
22747,D:\PROJECTS\Python_projects\PythonMain\data_task\22747,D:\PROJECTS\Python_projects\PythonMain\data_solved\22747
22748,D:\PROJECTS\Python_projects\PythonMain\data_task\22748,D:\PROJECTS\Python_projects\PythonMain\data_solved\22748
22749,D:\PROJECTS\Python_projects\PythonMain\data_task\22749,D:\PROJECTS\Python_projects\PythonMain\data_solved\22749
22750,D:\PROJECTS\Python_projects\PythonMain\data_task\22750,D:\PROJECTS\Python_projects\PythonMain\data_solved\22750
22751,D:\PROJECTS\Python_projects\PythonMain\data_task\22751,D:\PROJECTS\Python_projects\PythonMain\data_solved\22751
22752,D:\PROJECTS\Python_projects\PythonMain\data_task\22752,D:\PROJECTS\Python_projects\PythonMain\data_solved\22752
22753,D:\PROJECTS\Python_projects\PythonMain\data_task\22753,D:\PROJECTS\Python_projects\PythonMain\data_solved\22753
22754,D:\PROJECTS\Python_projects\PythonMain\data_task\22754,D:\PROJECTS\Python_projects\PythonMain\data_solved\22754
22755,D:\PROJECTS\Python_projects\PythonMain\data_task\22755,D:\PROJECTS\Python_projects\PythonMain\data_solved\22755
22756,D:\PROJECTS\Python_projects\PythonMain\data_task\22756,D:\PROJECTS\Python_projects\PythonMain\data_solved\22756
22757,D:\PROJECTS\Python_projects\PythonMain\data_task\22757,D:\PROJECTS\Python_projects\PythonMain\data_solved\22757
22758,D:\PROJECTS\Python_projects\PythonMain\data_task\22758,D:\PROJECTS\Python_projects\PythonMain\data_solved\22758
22759,D:\PROJECTS\Python_projects\PythonMain\data_task\22759,D:\PROJECTS\Python_projects\PythonMain\data_solved\22759
22760,D:\PROJECTS\Python_projects\PythonMain\data_task\22760,D:\PROJECTS\Python_projects\PythonMain\data_solved\22760
22761,D:\PROJECTS\Python_projects\PythonMain\data_task\22761,D:\PROJECTS\Python_projects\PythonMain\data_solved\22761
22762,D:\PROJECTS\Python_projects\PythonMain\data_task\22762,D:\PROJECTS\Python_projects\PythonMain\data_solved\22762
22763,D:\PROJECTS\Python_projects\PythonMain\data_task\22763,D:\PROJECTS\Python_projects\PythonMain\data_solved\22763
22764,D:\PROJECTS\Python_projects\PythonMain\data_task\22764,D:\PROJECTS\Python_projects\PythonMain\data_solved\22764
22765,D:\PROJECTS\Python_projects\PythonMain\data_task\22765,D:\PROJECTS\Python_projects\PythonMain\data_solved\22765
22766,D:\PROJECTS\Python_projects\PythonMain\data_task\22766,D:\PROJECTS\Python_projects\PythonMain\data_solved\22766
22767,D:\PROJECTS\Python_projects\PythonMain\data_task\22767,D:\PROJECTS\Python_projects\PythonMain\data_solved\22767
22768,D:\PROJECTS\Python_projects\PythonMain\data_task\22768,D:\PROJECTS\Python_projects\PythonMain\data_solved\22768
22769,D:\PROJECTS\Python_projects\PythonMain\data_task\22769,D:\PROJECTS\Python_projects\PythonMain\data_solved\22769
22770,D:\PROJECTS\Python_projects\PythonMain\data_task\22770,D:\PROJECTS\Python_projects\PythonMain\data_solved\22770
22771,D:\PROJECTS\Python_projects\PythonMain\data_task\22771,D:\PROJECTS\Python_projects\PythonMain\data_solved\22771
22772,D:\PROJECTS\Python_projects\PythonMain\data_task\22772,D:\PROJECTS\Python_projects\PythonMain\data_solved\22772
22773,D:\PROJECTS\Python_projects\PythonMain\data_task\22773,D:\PROJECTS\Python_projects\PythonMain\data_solved\22773
22774,D:\PROJECTS\Python_projects\PythonMain\data_task\22774,D:\PROJECTS\Python_projects\PythonMain\data_solved\22774
22775,D:\PROJECTS\Python_projects\PythonMain\data_task\22775,D:\PROJECTS\Python_projects\PythonMain\data_solved\22775
22776,D:\PROJECTS\Python_projects\PythonMain\data_task\22776,D:\PROJECTS\Python_projects\PythonMain\data_solved\22776
22777,D:\PROJECTS\Python_projects\PythonMain\data_task\22777,D:\PROJECTS\Python_projects\PythonMain\data_solved\22777
22778,D:\PROJECTS\Python_projects\PythonMain\data_task\22778,D:\PROJECTS\Python_projects\PythonMain\data_solved\22778
22779,D:\PROJECTS\Python_projects\PythonMain\data_task\22779,D:\PROJECTS\Python_projects\PythonMain\data_solved\22779
22780,D:\PROJECTS\Python_projects\PythonMain\data_task\22780,D:\PROJECTS\Python_projects\PythonMain\data_solved\22780
22781,D:\PROJECTS\Python_projects\PythonMain\data_task\22781,D:\PROJECTS\Python_projects\PythonMain\data_solved\22781
22782,D:\PROJECTS\Python_projects\PythonMain\data_task\22782,D:\PROJECTS\Python_projects\PythonMain\data_solved\22782
22783,D:\PROJECTS\Python_projects\PythonMain\data_task\22783,D:\PROJECTS\Python_projects\PythonMain\data_solved\22783
22784,D:\PROJECTS\Python_projects\PythonMain\data_task\22784,D:\PROJECTS\Python_projects\PythonMain\data_solved\22784
22785,D:\PROJECTS\Python_projects\PythonMain\data_task\22785,D:\PROJECTS\Python_projects\PythonMain\data_solved\22785
22786,D:\PROJECTS\Python_projects\PythonMain\data_task\22786,D:\PROJECTS\Python_projects\PythonMain\data_solved\22786
22787,D:\PROJECTS\Python_projects\PythonMain\data_task\22787,D:\PROJECTS\Python_projects\PythonMain\data_solved\22787
22788,D:\PROJECTS\Python_projects\PythonMain\data_task\22788,D:\PROJECTS\Python_projects\PythonMain\data_solved\22788
22789,D:\PROJECTS\Python_projects\PythonMain\data_task\22789,D:\PROJECTS\Python_projects\PythonMain\data_solved\22789
22790,D:\PROJECTS\Python_projects\PythonMain\data_task\22790,D:\PROJECTS\Python_projects\PythonMain\data_solved\22790
22791,D:\PROJECTS\Python_projects\PythonMain\data_task\22791,D:\PROJECTS\Python_projects\PythonMain\data_solved\22791
22792,D:\PROJECTS\Python_projects\PythonMain\data_task\22792,D:\PROJECTS\Python_projects\PythonMain\data_solved\22792
22793,D:\PROJECTS\Python_projects\PythonMain\data_task\22793,D:\PROJECTS\Python_projects\PythonMain\data_solved\22793
22794,D:\PROJECTS\Python_projects\PythonMain\data_task\22794,D:\PROJECTS\Python_projects\PythonMain\data_solved\22794
22795,D:\PROJECTS\Python_projects\PythonMain\data_task\22795,D:\PROJECTS\Python_projects\PythonMain\data_solved\22795
22796,D:\PROJECTS\Python_projects\PythonMain\data_task\22796,D:\PROJECTS\Python_projects\PythonMain\data_solved\22796
22797,D:\PROJECTS\Python_projects\PythonMain\data_task\22797,D:\PROJECTS\Python_projects\PythonMain\data_solved\22797
22798,D:\PROJECTS\Python_projects\PythonMain\data_task\22798,D:\PROJECTS\Python_projects\PythonMain\data_solved\22798
22799,D:\PROJECTS\Python_projects\PythonMain\data_task\22799,D:\PROJECTS\Python_projects\PythonMain\data_solved\22799
22800,D:\PROJECTS\Python_projects\PythonMain\data_task\22800,D:\PROJECTS\Python_projects\PythonMain\data_solved\22800
22801,D:\PROJECTS\Python_projects\PythonMain\data_task\22801,D:\PROJECTS\Python_projects\PythonMain\data_solved\22801
22802,D:\PROJECTS\Python_projects\PythonMain\data_task\22802,D:\PROJECTS\Python_projects\PythonMain\data_solved\22802
22803,D:\PROJECTS\Python_projects\PythonMain\data_task\22803,D:\PROJECTS\Python_projects\PythonMain\data_solved\22803
22804,D:\PROJECTS\Python_projects\PythonMain\data_task\22804,D:\PROJECTS\Python_projects\PythonMain\data_solved\22804
22805,D:\PROJECTS\Python_projects\PythonMain\data_task\22805,D:\PROJECTS\Python_projects\PythonMain\data_solved\22805
22806,D:\PROJECTS\Python_projects\PythonMain\data_task\22806,D:\PROJECTS\Python_projects\PythonMain\data_solved\22806
22807,D:\PROJECTS\Python_projects\PythonMain\data_task\22807,D:\PROJECTS\Python_projects\PythonMain\data_solved\22807
22808,D:\PROJECTS\Python_projects\PythonMain\data_task\22808,D:\PROJECTS\Python_projects\PythonMain\data_solved\22808
22809,D:\PROJECTS\Python_projects\PythonMain\data_task\22809,D:\PROJECTS\Python_projects\PythonMain\data_solved\22809
22810,D:\PROJECTS\Python_projects\PythonMain\data_task\22810,D:\PROJECTS\Python_projects\PythonMain\data_solved\22810
22811,D:\PROJECTS\Python_projects\PythonMain\data_task\22811,D:\PROJECTS\Python_projects\PythonMain\data_solved\22811
22812,D:\PROJECTS\Python_projects\PythonMain\data_task\22812,D:\PROJECTS\Python_projects\PythonMain\data_solved\22812
22813,D:\PROJECTS\Python_projects\PythonMain\data_task\22813,D:\PROJECTS\Python_projects\PythonMain\data_solved\22813
22814,D:\PROJECTS\Python_projects\PythonMain\data_task\22814,D:\PROJECTS\Python_projects\PythonMain\data_solved\22814
22815,D:\PROJECTS\Python_projects\PythonMain\data_task\22815,D:\PROJECTS\Python_projects\PythonMain\data_solved\22815
22816,D:\PROJECTS\Python_projects\PythonMain\data_task\22816,D:\PROJECTS\Python_projects\PythonMain\data_solved\22816
22817,D:\PROJECTS\Python_projects\PythonMain\data_task\22817,D:\PROJECTS\Python_projects\PythonMain\data_solved\22817
22818,D:\PROJECTS\Python_projects\PythonMain\data_task\22818,D:\PROJECTS\Python_projects\PythonMain\data_solved\22818
22819,D:\PROJECTS\Python_projects\PythonMain\data_task\22819,D:\PROJECTS\Python_projects\PythonMain\data_solved\22819
22820,D:\PROJECTS\Python_projects\PythonMain\data_task\22820,D:\PROJECTS\Python_projects\PythonMain\data_solved\22820
